81		Ace In The Hole		"Schoebel, Elmer & Panico, Louis"		1926	"Elmer Schoebel, Inc."	N	Lists															0
82	x	"Ace Of Spades, The"	A Characteristic March	"Brymn, James Tim"		1900	Leo E. Berliner & Co.	M	Lists														(x) Schemitsch	14
83		Aching Hearts		"Kirwin, Maurice"		1907	John Stark & Son	W	"Lists, Tjaden, Mathew"															0
84		Acorn Leaf Rag		"Fielding, Mark"				Y	Beattie															0
85		Acorn Stomp		"Williams, Daniel Huggins"		1928	[East Texas Serenaders]	N	"REC, Mathew"															0
86		"Acrobat, The"	Ragtime	"Heidtmann, Andreas"		2001		Y	Sibelius Music*															0
87		"Ada, My Sweet Potater! "	"(From ""The Red Moon"") "	"Cole, Bob & Europe, James Reese"	"Hunter, Chas A. "	1908	Jos. W. Stern & Co.	S	"UCR, Crausaz"															0
88		Adagio		"St Clair, Richard"		1989-2002	(Self-published)	Y	"Mathew, Comp"															0
89		Adam's Rag		"Roberts, David Thomas"		2005	(Unpublished)	Y	Mathew															0
90		Adirondack Brass Rag		"Frackenpohl, Arthur"		1988	Kendor Music	Y	Mathew															0
91		Adriatic	One step	"Rozsnyai, Alexander"		1919	"Rózsavölgyi & Co., Budapest"	F	Brier															0
92	x	"Adroit Imposter, The"		"Radna, Rudolf B."		2009	(Unpublished)	Y	Beattie														(x) Radna	9
93		Adventures In Wonderland		"Robinson, Reginald R."		1998	Reginald R. Robinson	Y	"Wilson, Brier"															0
94	x	Aeoleus		"Gordon, Thomas (Tom) Renton"		1974	(Unpublished)	Y	"Baker, Crausaz, Brier"														(x) Crausaz ex Gordon	21
95		Aero Rag		"Remise, Jean"		2005	(Unpublished)	Y	BI															0
96	x	Aeroplane Rag		"Vanasek, A. & Koerner, E."		1912	Pollworth Music Pub. Co.	R	"UCR, Brier"							x		x						0
97	x	"Aeroplane Rag, The"	Rag-Two-step	"Pratt, Paul Charles"		1912	(Unpublished)	R	"Brier, dbe"					x										0
98	x	"Aeroplane, The"	Rag and Two-Step	"Glogau, Jack"		"i 1913, o 1916"	Will Rossiter	R	"Levy, Brier, Cowles"		a	33	x			x		x			x			0
99	x	"Aero-Rag, The"		"Grant, Bert F."		1910	The Inter-City Music House	R	"TAR, UCR, Brier"							x		x						0
100		Aerosonic Rag		"Ross, Ron"		2003	(Unpublished)	Y	Mathew															0
101		Affectionate Dan		"Blake, Eubie"	"Sissle, Noble"	1919		S	Baker															0
102	x	Affinity Rag		"Cozad, Irene"		1910	J. W. Jenkins' Sons Music Co.	R	"Brier, UCR"						x			x						0
103	x	Affinity Rag		"O'Dell, Ron"		1993	Ron O'Dell	Y	"SOR, TAR, Brier"														(x) O'Dell	10
104		Afraid Of The Dark		"Edwards, Keith Otis"		2006		Y	Sibelius Music*															0
105		Africa On The Ohio	March-Two Step and Cake Walk	"Mathison, Metchor T."		1899	Thos. Goggan & Bros.	M	Brier															0
106	x	"African 400, The"	An Educated Rag	"Roberts, Charles J."		1909	Carl Fischer	R	"REC, TAR, Paragon, CRN, Brier"	m													(x) unk ex Himpsl	17
107	x	"African Beauty, An"	Two Step	"Pryor, Arthur"		1903	J. W. Pepper	R	"TAPR, CRN, Lists"														"(x) unk ex BI, (x inc) unk ex Roller, (x) unk ex York"	53
108		African Blues		"Manning, Sam & Hall, Fred"	"Manning, Sam & Hall, Fred"	1925	Edward B. Marks Music Co.	S	Lists															0
109		African Dreamland	Intermezzo	"Atwater, George"		1903	Chas H. Loomis	I	"Levy, Brier"															0
110	x	"African Glide, The"		"Duffy, James T."	"Duffy, James T."	1910	Joseph Morris Co.	S	"UCR, dbe, Lists"									x						0
111		African Hunch		"Jones, Richard M."		pre 1927		N	"SOR, Mathew"															0
112	x	"African Hunter, The"	A Characteristic Jungle Symphony	"Kendall, Edwin F. "		1909	Seminary Music Co.	R	"TAR, Brier, UCR"							x		x					(x) unk ex Perry	16
113		African Jungle 		"Williams, Spencer"	"Williams, Spencer"	pre 1929		S	SOR															0
114		"African King, The"	Two-Step March	"O'Connor, Lawrence B."		1898	Vivian Music	M	"Lists, dbe"															0
115	x	African Pas'	Rag Time Two-Step	"Kirwin, Maurice"		1902	John Stark & Son	R	"R&R, SOR, TAPR, TAR, Brier, UCR"		a	3				x	x	x2						0
116		"African Reverie, An"		"Newton, H. B."		1900	"F. A. Mills, Inc., Music Publisher"	R	"TAR, Brier, JDS"															0
117	x	African Ripples		"Waller, Thomas ""Fats"""		1931	Joe Davis Inc.	N	"R&R, REC, SOR, TAR"														"(x) Boudrant, (x) Hyman ex Live"	31
118	x	"African Smile, An"	Characteristic March	"Eno, Paul"		"o 1905, i 1906"	Walter Jacobs	M	"TAR, Brier, Temp, Paragon"				x			x		x						0
119	x	African Suite: High Hattin'		"Confrey, Zez"		1924	Jack Mills Inc.	N	"R&R, TAR, Brier"		a	20										x		0
120	x	African Suite: Kinda Careless		"Confrey, Zez"		1924	Jack Mills Inc.	N	"R&R, TAR, Brier"		a	20										x		0
121	x	African Suite: Mississippi Shivers		"Confrey, Zez"		1924	Jack Mills Inc.	N	"R&R, REC, TAR, Brier"		a	20										x		0
122		"African Symphony, An"	A Ragtime Spasm	"Losey, Frank Hoyt"		1900		R	Paragon															0
123		African Violet		"Dallwitz, Dave"		1982	(Unpublished)	Y	Carbone															0
124	x	Africana	A Rag-Time Classic. Characteristic March Two-Step and Cake-Walk.	"Berliner, Leo E."		1903	Jos. W. Stern & Co.	M	"Brier, UCR"		h							x						0
125	x	Africanna	A Jungle Serenade	"Page, Thomas Buster"		1911	Thomas Buster Page	R	"JDS, Brier"					x		x								0
126		After A While	You're Goin' To Feel Blue	"Hirsch, Walter, Green, George Hamilton &  Arden*, Victor"	"Hirsch, Walter, Green, George Hamilton &  Arden*, Victor"	1922	Richmond-Robbins	S	Brier															0
127	x	After All That I've Been To You		"Smith, Chris"	"Drislane, Jack"	1912		S	"And, Baker"										x					0
128	x	After All These Years		"Brooks, Shelton"	"Brooks, Shelton"	1936	W. C. Handy	S	Brier									x						0
129		After Dinner Rag		"Kats-Chernin, Elena"		2003	Australian Music Centre	Y	Mathew															0
130	x	After Hours		"Anderson, Doug"		1992	(Unpublished)	Y	Mathew														(x) Anderson ex Laura	21
131	x	After Hours		"Johnson, James P."		1923	Jack Mills Inc.	N	"SOR, TAPR, Brier, Temp"														"(x) unk ex Old Web, (x) Ranalli"	31
132	x	After I Say I'm Sorry		"Donaldson, Walter"	"Lyman, Abe"	1926	Robbins Music Corp.	S	"CEPM, Reublin"														"(x) unk1 ex Smythe, (x) unk2 ex Smythe, (x) Hayes ex Perry "	59
133		After I'm Gone		"Thompson, Moe, Thompson, Charles & Thompson, Elsie"	"Thompson, Moe, Thompson, Charles & Thompson, Elsie"	1924	Forster Music	S	Lists															0
134		After School Rag		"Ukena, Todd A."		[modern]	Southern Music Co.	Y	Mathew															0
135		After Six		"Robinson, J. Russel"	"Kaye, Jim"	1954	J. Russel Robinson	S	Brier															0
136		After Tea	Save A Waltz For Me	"Smith, Chris, Brymn, James Tim & Williams, Clarence"	"Smith, Chris, Brymn, James Tim & Williams, Clarence"	1925	Clarence Williams Music	S	"Lists, Baker"															0
137		After The Blues		"Baird, Mike L."				N	SOR															0
138	x	After The Cake Walk	March Cake-Walk	"Dett, Nathaniel"		1900	Vandersloot Music Co.	M	"TAPR, Brier, Tjaden"									x						0
139		After The 'Possum-Hunt		"Basler, Horace R."		1900	Basler's Music House	R	Brier															0
140		After The Society Meeting	Rag	"Price, Stevens"		2003	Stevens Price	Y	"Brier, Beattie"															0
141	x	After The War Is Over 	Will There Be Any Home Sweet Home?	"Andrieu, Harry"	"Pourmon, E. J. & Woodruff, Jos."	1917	Joe Morris Music Co.	S	"Levy, Reublin"									x	x				(x) Wirth ex TR	15
142		After Tonight		"Farrell, William H."		1933		R	Baker															0
143	x	After You Get What You Want You Don't Want It		"Berlin, Irving"	"Berlin, Irving"	1920	Irving Berlin Inc.	S	"Brier, Baker, Rummel, Temp"									x	x				"(x) Kortlander ex TR, (x) Perry ex TR"	37
144	x	After You've Gone (1)		"Layton, J. Turner"	"Creamer, Henry S."	1918	Broadway Music Corp.	S	"CEPM, Levy, SOR, Brier"									x	x				"(x) Barkan ex Old Web, (x) Cook ex Smythe, (x) Harari, (x) Huber, (x) Keller, (x) Sandalov ex Old Web, (x) Schwartz, (x) Wilson ex Pianocorder, (x) unk ex TR, (x) Eastwood ex TR, (x) Baxter & Kortlander ex TR, (x) Farrell, (x) Lutter ex TR,  "	242
145	x	After You've Gone (2)		"Layton, J. Turner"	"Creamer, Henry S."	1918	Broadway Music Corp.	S	"CEPM, Levy, SOR, Brier"														(x) Claar & Crosby ex York     	31
146		Agapanthus Rag		"Dallwitz, Dave"		1981	(Unpublished)	Y	Mathew															0
147	x	Aggravatin' Papa 	Don't You Try to Two-Time Me	"Turk, Roy & Robinson, J. Russel"	"Turk, Roy & Robinson, J. Russel"	1921	"Waterson, Berlin & Snyder"	S	"CEPM, SOR, TAPR, Temp, Brier"		m							x					"(x) Keller, (x) Robinson ex Smythe, (x) unk ex Maine, (x) Milne ex Smythe, (x) Clyde ex TR, (x) Gold ex Perry, (x) Myers ex Perry, (x) Signorelli ex Perry, (x) Johnson ex Perry "	177
148	x	Aggravation Rag		"Cobb, George L."		1910	Walter Jacobs	R	"R&R, SOR, TAPR, TAR, Brier, UCR"						x			x					(x) unk ex Pianocorder	22
149	x	Agitation Rag		"Hampton, Robert"		1915	Stark Music Co.	R	"R&R, SOR, TAPR, TAR, Brier"		a	"1, 10"			x		x	x			x		"(x) Coello ex Old Web, (x) Hobbs, (x) Helmick, (x) Keller, (x) Spitznagel, (x) unk ex Cowles, (x) unk ex Old Web, (x) Witherwax"	127
150		"Agony Rag, The"		"Jones, D."		1915	(Unpublished)	R	Brier															0
151		Agrodolce		"Ryden, William"		2010	(Unpublished)	Y	Comp															0
152		Ah Wants To Die From Eatin' Possum Pie		"Edwards, Gene"	"Edwards, Gene"	1932	T. S. Denison & Company	S	Temp															0
153		"Ah, Sároltah"		"Szekély, Aladár"		1919		R	"Pannon, Lists"															0
154		Aida-Rag		"Ziegler, Erich"		1919-23	"Deuma, Könisberg"	R	Lotz															0
155	x	Ain't Dat A Shame?		"Wilson, Walter"	"Queen, John"	1901	"Howley, Haviland & Dresser"	S	"CEPM, Levy, TAPR, Brier"									x						0
156		Ain't Dat Lovin'?		"Johns, Al"	"Bowman, Elmer"	1901	"F. A. Mills, Inc., Music Publisher"	S	Lists															0
157		Ain't Dat Scan'lous?		"Johnson, J. Rosamond "	"Cole, Bob & Johnson, J. Weldon "	1901		S	And															0
158	x	Aint I Lucky?	Two Step	"Rudisill, Bess E."		1905	Jerome H. Remick & Co.	R	"TAR, Brier"							x	x				x	x		0
159	x	Ain't I Your Honey Boy No More?		"Davis, Gussie L."	"Davis, Gussie L."	1891	"Howley, Haviland & Co."	S	"Levy, Pitt-Payne, Lists"									x						0
160	x	Ain't It Funny	"That Easy, Squeezing, Teasy, Pleasing Rag-Time"	"Bennett, Theron C."	"Norton, George A."	1912	Theron C. Bennett Co.	S	"Sull, Lilly, ucla, Brier"									x						0
161	x	Ain't Misbehavin' (1)		"Waller, Thomas ""Fats"" & Brooks, Harry"	"Razaf, Andy "	1929	Jack Mills Inc.	S	"CEPM, SOR, TAPR, Brier, Temp"						x								"(x) Arden1 ex PRT, (x) Arden2 ex PRT, (x) Barnes, (x) Boudrant, (x) Coello ex Old Web, (x) Cook ex Smythe, (x) Covo ex Old Web, (x) Grippaldi ex Mathew, (x) Harari, (x) Huber, (x) Jay1 ex PRT, (x) Jay2 ex PRT, (x) Keller, (x) Lund,  (x) Naidon, "	245
162	x	Ain't Misbehavin' (2)		"Waller, Thomas ""Fats"" & Brooks, Harry"	"Razaf, Andy "	1929	Jack Mills Inc.	S	"CEPM, SOR, TAPR, Brier, Temp"														"(x) O'Dell, (x) Roache ex Cowles, (x) Schwartz, (x) unk ex Old Web, (x) Hyman ex Live, (x) Thompson ex Pianocorder, (x) unk1 ex PianoDisc, (x) unk2 ex PianoDisc, (x) Waller ex Live, (x) Waller & Cook ex TR, (x) Webb ex Morgan"	225
163	x	Ain't Much Good In The Best Of Men Now Days  		"Hunter, Eugene "	"Hunter, Eugene "	pre 1926		S	"SOR, Himpsl"	cm													(x) unk ex Himpsl	17
164	x	Ain't She Sweet?	Charleston-Fox Trot	"Yellen, Jack & Ager, Milton"		1927	"Ager, Yellen & Bornstein"	F	Brier														"(x) Carroll ex PRT, (x) unk ex PRT, (x) unk ex Old Web, (x) Wendling ex Perry"	77
165	x	Ain't She Sweet? [song]		"Ager, Milton"	"Yellen, Jack"	1927	"Ager, Yellen & Bornstein"	S	Brier									x					(x) Persons ex Smythe	21
166	x	Ain't That A Grand And Glorious Feeling?	Fox Trot	"Yellen, Jack & Ager, Milton"		1927	"Ager, Yellen & Bornstein"	F	"CEPM, SOR, Brier, And"									x					(x) unk ex Smythe	17
167	x	Ain't That Some Rag ?		"Payne, Jack"	"Payne, Jack"	1912	Eastmon & Murphy	S	"Mark, Temp"									x						0
168	x	Ain't That Too Bad?		"Endor, Chuck & Ward, Eddie"	"Endor, Chuck & Ward, Eddie"	1927	"Shapiro, Bernstein & Co. Inc."	S	"Reublin, Milne"									x						0
169	x	Ain't We Got Fun	Song	"Whiting, Richard A."	"Kahn, Gus & Egan, Raymond B."	1921	Jerome H. Remick & Co.	S	"CEPM, Brier, Temp"	m								x	x				"(x) Cook ex TR, (x) Wendling ex TR, (x) unk ex Smythe, (x) Robertson ex Perry, (x) Gwyn ex TR, (x) Banta ex York"	112
170	x	Ain't You Coming Out Tonight 		"Blanke, Henrietta B. "	"Shields, Ren"	1909	Jerome H. Remick & Co.	S	"Brown, Tjaden"									x						0
171		"Ain't You Coming Out, Malinda?"		"Von Tilzer, Harry"	"Sterling, Andrew B. & Moran, Edward P."	1921	Harry Von Tilzer Music Pub. Co.	S	"Levy, Brier"															0
172	x	Aint You My Lulu!		"Hamilton, George"	"Sterling, Andrew B."	1900	W. B. Gray & Co.	S	UCR							x								0
173		"Ain't-Cha Coming Back, Mary Ann, To Maryland"		"Blake, Eubie"	"Sissle, Noble"	1919	M. Witmark & Sons	S	"Baker, dbe"															0
174		Ain't-Cha' Glad		"Razaf, Andy & Waller, Thomas ""Fats"""	"Razaf, Andy & Waller, Thomas ""Fats"""	1933	Keit-Engel Inc.	S	"CEPM, SOR, Lists"															0
175		Aintcha Got Music		"Johnson, James P."	"Razaf, Andy"	1931	W. C. Handy	S	TAPR															0
176		Ain'tcha?		"Gordon, Mack & Rich, Max"	"Gordon, Mack & Rich, Max"	1929	"Shapiro, Bernstein & Co. Inc."	S	Brier															0
177		Airplane To Chicago		"Keenlyside, Max"		2009	(Self-published)	Y	"Comp, Brier"															0
178		Aisha	Indian Intermezzo	"Lindsay, John"		1912	"Richard Birnbach, Berlin"	I	"SOR, Brier, Lotz"															0
179		Akron Rag		"Champion, Melvin"		1911	M. D. Swisher	R	"TAR, Lists"															0
180		Ak-Sar-Ben Downs Rag		"Lieberknecht, Gil"		1989	(Unpublished)	Y	Brier															0
181		Al Grassby Rag		"Munro, Ian"		2003	Opus House Press (Aust) Pty Ltd	Y	Mathew															0
182	x	Alabama	Ragtime Twostep	"Berlin, Irving"		1914-18	"Roehr, Berlin"	I	Lotz														(x) unk ex Pianocorder	22
183		Alabama		"Cone, Robert"		1901	Marquette Pubishing Co.	R	Sluijs															0
184		Alabama Backroads		"Ashwander, Donald"		[modern]		Y	Baker															0
185	x	Alabama Ball		"Beatty, Al W."	"Falls, William Hallen"	1918	R. C. Young Music Co.	S	"Rise, And, Maine"									x						0
186		Alabama Barbecue		"Davis, Benny"	"Coots, J.  Fred"	1936	Mills Music Inc.	S	TAPR															0
187	x	Alabama Blossom	Rag-time Characteristic Two Step	"Van Baar, Chas L."		1899	Brooks & Denton	R	Brier	m													(x) unk ex Himpsl	17
188	x	Alabama Blossoms	March & Two Step	"Edwards, Orlando"		1905	Arnett-Delonais Co.	M	"Brier, Temp"									x						0
189		Alabama Blues		"Mehr, Libbie Williams"	"Mehr, Libbie Williams"	1922	Williams Music House	S	Temp															0
190		"Alabama Blues, The"	Another Down Home Chant	"Lewis, Charles H."		1923	Stark Music Co.	B	Brier															0
191		Alabama Cake Walk	Rag Time Cakewalk	"Barnard, George D."		1899		R	"TAPR, Lists, dbe"															0
192		Alabama Cake Walk	Characteristic March And Two Step	"Brown, Will M. S. "		1899	Brown & Banks	M	"Brier, JDS"															0
193		Alabama Cake Walk		"DeMoll, O. J."		1897		R	"TAPR, Lists, Gammond"															0
194		Alabama Camp Meeting	Cake Walk or Two-Step	"Miller, F. Albert"		1899	Victor Kremer Co.	R	Brier															0
195		Alabama Coon's Jubilee	Rag-Time-Two Step	"Haines, Chauncey"		1899	Harry Graul	R	"TAPR, Lists, Gammond, dbel"															0
